region,district,class,lat,lon,employed,unemployed,poverty_incidence,poverty_intensity,illiterate_pop,uninsured_pop,m_0_14,f_0_14,m_15_64,f_15_64,m_65p,f_65p,total_pop,literacy_rate,uninsured_rate,elderly_share_65plus,unemployment_rate,geojson_district,geojson_area_deg2,pop_density_relative,illiteracy_rate,dependency_ratio,vulnerability_pc1,insurance_access_pc2,gistar_z,gistar_class
Ahafo,Asunafo North Municipal,Municipal,6.81509969999999,-2.67736640122449,51611,45446,26.1,42.0,39814,21534,27637,26564,46535,44897,2715,2910,151258,0.7367808644832009,0.1423660236152798,0.0371881156699149,0.468240312393748,ASUNAFO NORTH MUNICIPAL,0.1154639124809993,1310002.3786643378,0.2632191355167991,65.43223379123283,-0.8337867606712582,-0.3899314831689477,-0.329626,NOT_SIGNIFICANT
Ahafo,Asunafo South,District,6.56280465,-2.53279356335542,32671,25169,26.2,42.7,26493,43550,17439,16414,27748,26493,1769,1830,91693,0.711068456697894,0.4749544676256639,0.0392505425714067,0.4351486860304288,ASUNAFO SOUTH,0.0755043606983356,1214406.679984262,0.288931543302106,69.04739956859203,-0.5140933290342085,1.4043451148072554,-0.29463,NOT_SIGNIFICANT
Ahafo,Asutifi North,District,7.07651835,-2.52531850396715,24423,23087,26.6,43.1,18794,12723,13205,12841,23097,21584,1361,1468,73556,0.7444939909728643,0.1729702539561694,0.0384604926858447,0.4859398021469164,ASUTIFI NORTH,0.0766175699789784,960040.8890569304,0.2555060090271357,64.62478458405138,-0.5255935047515111,-0.6099983979479227,-0.538417,NOT_SIGNIFICANT
Ahafo,Asutifi South,District,6.84924284999999,-2.46125343688365,21582,20836,23.2,42.4,19701,14593,12878,12038,20319,19574,1194,1331,67334,0.7074137879822973,0.2167255769744854,0.0374996287165473,0.4912065632514498,ASUTIFI SOUTH,0.048854651350644,1378251.5715182226,0.29258621201770274,68.78650389792695,-0.5139187071943186,-0.19953983626163274,-0.35375,NOT_SIGNIFICANT
Ahafo,Tano North Municipal,Municipal,7.19329065,-2.2080833699397,31439,29602,21.6,42.3,22005,13235,16935,15862,27631,28903,1968,2539,93838,0.7655001172232997,0.1410409429015963,0.0480295828981862,0.4849527366851788,TANO NORTH MUNICIPAL,0.0685611134461927,1368676.7218803226,0.2344998827767003,65.98507093076734,-0.9340196620021132,-0.6657463897353316,-0.442045,NOT_SIGNIFICANT
Ahafo,Tano South Municipal,Municipal,7.16093674999999,-1.99681708617696,28999,26149,23.7,42.6,24275,17791,16367,15474,24906,26294,1636,2312,86989,0.7209417282644932,0.2045201117382657,0.0453850486843164,0.4741604409951404,TANO SOUTH MUNICIPAL,0.0400424343556178,2172420.3685382507,0.2790582717355068,69.900390625,-0.5403235672668538,-0.18267128702128965,-0.229974,NOT_SIGNIFICANT
Ashanti,Adansi Asokwa,District,6.2467263,-1.50841,23550,21838,32.4,43.3,20304,36029,13691,12765,20664,21335,1589,1800,71844,0.7173876732921329,0.5014893380101331,0.0471716496854295,0.4811403895302723,ADANSI ASOKWA,0.0487001672875422,1475231.0721195017,0.28261232670786707,71.06121574323198,0.12341992080218404,1.2225957634476212,-0.242896,NOT_SIGNIFICANT
Ashanti,Adansi North,District,6.3006124,-1.5897139446089,17411,18501,19.7,42.8,9833,14965,9247,8996,16537,16948,998,1429,54155,0.8184285846182254,0.2763364416951343,0.0448158064813959,0.5151759857429271,ADANSI NORTH,0.0210778295525662,2569287.310391343,0.18157141538177457,61.729132447364485,-1.0237668729277654,-0.4922706764001756,-0.456487,NOT_SIGNIFICANT
Ashanti,Adansi South,District,6.00427495,-1.39314032189093,29633,24270,35.0,43.2,23064,39272,16212,15085,24648,25348,1692,2215,85200,0.7292957746478873,0.4609389671361502,0.045856807511737,0.4502532326586646,ADANSI SOUTH,0.0621044993410317,1371881.279199191,0.2707042253521127,70.41363309064725,-0.018445099465623286,1.2556327268232983,-0.058783,NOT_SIGNIFICANT
Ashanti,Afigya Kwabre North,District,7.03891495,-1.62667127242319,21350,22931,25.2,43.7,17584,22087,15067,13982,20273,21082,1268,1658,73330,0.7602072821491885,0.3012000545479339,0.0399018137188054,0.5178519003635871,AFIGYA KWABRE NORTH,0.0152600918651426,4805344.597400594,0.23979271785081147,77.31834119211703,0.11638183595824288,-0.1300206211333202,-0.239377,NOT_SIGNIFICANT
Ashanti,Afigya Kwabre South,District,6.83998064999999,-1.60957900170106,75019,72938,13.0,43.3,31504,58599,43742,42968,68528,72634,2797,3998,234667,0.8657501906957519,0.2497112930237315,0.0289559247785159,0.4929675513831721,AFIGYA KWABRE SOUTH,0.0182478813633313,12859958.661916642,0.13424980930424812,66.23949788186623,-1.2801386729111257,-0.6662758861459798,-0.626573,NOT_SIGNIFICANT
Ashanti,Ahafo Ano North Municipal,Municipal,6.90966445,-2.23301229669742,33407,25324,26.5,41.2,23108,28414,17581,16430,27329,27509,1843,2050,92742,0.7508356515925902,0.3063768303465528,0.0419766664510146,0.4311862559806576,AHAFO ANO NORTH,0.048574909641502,1909257.2829154984,0.24916434840740975,69.11995331704293,-1.0437752638906634,0.8759986437328076,-0.358539,NOT_SIGNIFICANT
Ashanti,Ahafo Ano South East,District,6.94633355,-1.90095355028736,20560,17723,31.8,42.5,20459,20524,12966,12219,17786,17591,1319,1587,63468,0.6776485788113695,0.3233755593369887,0.0457868532173693,0.4629469999738787,AHAFO ANO SOUTH EAST,0.0561562842483613,1130202.9835040583,0.32235142118863047,79.40469796760607,0.18540279016189765,0.8460083751720988,-0.287236,NOT_SIGNIFICANT
Ashanti,Ahafo Ano South West,District,6.8289788,-2.00038660056909,22860,18251,31.9,41.8,20670,24676,12766,11893,19422,18720,1453,1516,65770,0.6857229740003041,0.3751862551315189,0.0451421620799756,0.4439444430930894,AHAFO ANO SOUTH WEST,0.0412869289111128,1592998.1167065504,0.31427702599969587,72.43458654501599,-0.29908776104422385,1.2336585571605552,-0.210319,NOT_SIGNIFICANT
Ashanti,Akrofuom,District,6.03262245,-1.67136425707588,16119,15681,37.0,44.2,14804,21116,9048,8443,16194,13524,1073,1009,49291,0.6996611957558174,0.4283946359375951,0.0422389482867054,0.4931132075471698,ADANSI AKROFUOM,0.0464268658212629,1061691.310151401,0.3003388042441826,65.86244027188908,0.41881376730665043,0.591763845829943,-0.290554,NOT_SIGNIFICANT
Ashanti,Amansie Central,District,6.20744165,-1.82814118592735,33580,27066,28.6,43.3,27396,31633,16778,15628,29576,26490,2039,2541,93052,0.7055839745518635,0.3399497055409878,0.0492197910845548,0.4462948916663918,AMANSIE CENTRAL,0.069440760529984,1340019.8858683407,0.2944160254481365,65.96867977027075,-0.36312044243378877,0.5305658201588522,-0.272609,NOT_SIGNIFICANT
Ashanti,Amansie South,District,6.30802585,-2.01186652006877,41010,34389,30.3,44.4,34142,54471,19293,18463,38951,33050,1531,1867,113155,0.6982722813839424,0.4813839423799213,0.0300296054085104,0.4560935821429992,AMANSIE SOUTH,0.0484722905929508,2334426.5066865985,0.3017277186160576,57.15753947861836,-0.2271081751721366,0.7945202038196086,-0.23924,NOT_SIGNIFICANT
Ashanti,Amansie West,District,6.43975084999999,-1.85237045719587,34157,37321,31.0,44.7,30406,48450,20820,20329,35110,32074,1803,2491,112627,0.7300292114679429,0.4301810400703206,0.0381258490415264,0.5221326841825457,AMANSIE WEST,0.0521628025039779,2159143.9607066927,0.26997078853205714,67.6396165753751,0.40083493386290653,0.20673028971260196,-0.324254,NOT_SIGNIFICANT
Ashanti,Asante Akim Central Municipal,Municipal,6.56465915,-1.25347851347396,29453,30820,16.9,42.6,15786,18044,15871,15529,27013,29228,1623,2409,91673,0.8278009882953541,0.19683003719743,0.0439824157603656,0.5113400693511191,ASANTE AKIM CENTRAL MUNICIPAL,0.0245612264576897,3732427.6195213576,0.1721990117046459,63.000302270585514,-1.2063983418749022,-0.8428780587625073,-0.468315,NOT_SIGNIFICANT
Ashanti,Asante Akim North Municipal,Municipal,6.906722,-0.958978,29855,26615,26.0,42.1,20318,28968,14574,14158,25316,26886,1799,2469,85202,0.7615314194502476,0.3399920189666909,0.0500927208281495,0.4713122011687621,ASANTE AKIM NORTH,0.0921367908902772,924733.7483401644,0.2384685805497524,63.21596873683001,-0.892361733219818,0.4545918144802869,-0.255189,NOT_SIGNIFICANT
Ashanti,Asante Akim South Municipal,Municipal,6.46141735,-1.11533920112058,43495,33950,24.6,42.2,31673,40319,23973,22215,34657,35653,3085,4050,123633,0.74381435377286,0.3261184311632008,0.0577111289057128,0.4383756214087417,ASANTE AKIM SOUTH,0.0943253466084401,1310708.1441557873,0.25618564622714,75.83985208362964,-0.6027145963001365,0.8183804669351464,-0.339418,NOT_SIGNIFICANT
Ashanti,Asokore Mampong Municipal,Municipal,6.7077852,-1.5665013,66200,62382,11.3,42.7,37038,38807,31486,31334,58782,62187,3238,4375,191402,0.8064910502502586,0.2027512774161189,0.0397749239819855,0.4851534429391361,ASOKORE MAMPONG MUNICIPAL,0.0019566973782447,97818907.5776726,0.19350894974974142,58.22400780365218,-1.6025135661863297,-0.8019205800535073,-0.977386,NOT_SIGNIFICANT
Ashanti,Asokwa Municipal,Municipal,6.6739843,-1.6026178,48298,38057,6.3,41.4,13484,17901,19479,19808,39593,41790,1928,3044,125642,0.8926791996306968,0.1424762420209802,0.0395727543337419,0.4407040704070407,ASOKWA  MUNICIPAL,0.0021843470476783,57519248.20441895,0.10732080036930325,54.383593625204284,-2.722144734825071,-0.7963155859130163,-1.044115,NOT_SIGNIFICANT
Ashanti,Atwima Kwanwoma,District,6.65,-1.73333,74959,74937,13.8,43.3,31864,61419,42664,42286,68316,73750,3143,4687,234846,0.8643195966718615,0.2615288316598962,0.0333409979305587,0.4999266157869456,ATWIMA KWANWOMA,0.0205723574305434,11415609.552424371,0.13568040332813847,65.3076738980474,-1.2401451249600492,-0.6575812956890024,-0.690622,NOT_SIGNIFICANT
Ashanti,Atwima Mponua,District,6.5558963,-2.17659077213842,54588,42035,25.1,42.4,45371,37467,30112,28519,47076,43265,3047,3235,155254,0.707762762956188,0.2413271155654604,0.0404627255980522,0.435041346263312,ATWIMA MPONUA,0.1539973859579531,1008159.9699516328,0.292237237043812,71.85331134257979,-0.5947670760010274,0.3699827694056564,-0.256018,NOT_SIGNIFICANT
Ashanti,Atwima Nwabiagya North,District,6.87764335,-1.74489585317473,48562,50393,13.5,43.1,24396,33196,28123,27947,46519,47225,2235,2976,155025,0.8426318335752299,0.2141332043218835,0.0336139332365747,0.5092516800565914,ATWIMA NWABIAGYA NORTH,0.0174244873018762,8896961.919981813,0.15736816642477014,65.37058371735792,-1.1952394340964776,-0.8784709768052484,-0.582561,NOT_SIGNIFICANT
Ashanti,Atwima Nwabiagya South Municipal,Municipal,7.0689359,-2.0226618,54304,50942,12.5,43.0,22396,37941,28597,28050,47365,52189,2372,3320,161893,0.8616617148363426,0.2343584960436831,0.0351590247879772,0.4840278965471372,ATWIMA NWABIAGYA SOUTH,0.0299651817463866,5402703.756986956,0.13833828516365743,62.61827751772907,-1.520108093137217,-0.6866665304287957,-0.574129,NOT_SIGNIFICANT
Ashanti,Bekwai Municipal,Municipal,6.43631235,-1.59282285301503,44017,45866,19.4,43.6,24658,38214,24713,23371,38899,43202,3004,4778,137967,0.8212761022563366,0.2769792776533519,0.0564047924503685,0.5102855934937641,BEKWAI MUNICIPAL,0.0437699694754583,3152092.6711488278,0.17872389774366337,68.04545620637995,-0.6759061592465319,-0.5203732006023094,-0.34011,NOT_SIGNIFICANT
Ashanti,Bosome Freho,District,6.3681227,-1.36632312680072,22887,15579,31.3,41.0,17772,30539,12446,11347,17554,17537,1427,1948,62259,0.7145472943670794,0.4905154274883953,0.0542090300197561,0.4050070191857745,BOSOME FREHO,0.0465045107748709,1338773.3568770734,0.2854527056329206,77.42156108403864,-0.5764927751367713,2.2624143904147154,-0.366263,NOT_SIGNIFICANT
Ashanti,Bosomtwi,District,6.1777503,-0.1969922,52679,52871,16.1,43.8,22913,46767,30581,29049,47098,51530,2749,4173,165180,0.8612846591597045,0.2831274972756992,0.0419057997336239,0.500909521553766,BOSOMTWE,0.0345561033339567,4780052.843449074,0.13871534084029546,67.47779535223263,-0.9467147630756741,-0.5880563040683686,-0.785529,NOT_SIGNIFICANT
Ashanti,Ejisu Municipal,Municipal,6.7139918,-1.4665782,58604,59932,13.5,43.6,26943,39195,31700,30487,53047,57696,3089,4704,180723,0.8509154894507063,0.216878869872678,0.0431212407939221,0.5056016737531214,EJISU MUNICIPAL,0.033649086116628,5370814.511086933,0.14908451054929373,63.19135295233107,-1.1974054904746443,-1.0002865388896744,-0.6512,NOT_SIGNIFICANT
